AÑO,MES,CONGLOME,SEGMENTO,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,T211,TICUEST01,ESTRATOSOCIO,OCUPAC_R4,RAMA_R4,CODTAREA,CODTIEMPO,P209A,T209A,FACTOR
2024,08,000005,000005,002,11,04,240101,1,3,4,20240000050021104,3,1,3,1,2, ,1,15, ,6,1, ,11,4,4,4, ,2,60,9112,1071,1,0,2,2,29.7715797424316
2024,08,000005,000005,002,11,05,240101,1,3,5,20240000050021105,3,1,3,1,2, ,2,13, ,6,1, ,11,5,5,0, ,2,60,9129,1071,1,1,2,2,29.7715797424316
2024,08,000005,000005,002,11,01,240101,1,3,1,20240000050021101,1,1,1,1,2, ,2,37, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000005,000005,002,11,02,240101,1,3,2,20240000050021102,2,1,2,1,2, ,1,39, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000005,000005,002,11,03,240101,1,3,3,20240000050021103,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000005,000006,009,12,01,240101,1,3,1,20240000050091201,1,1,1,1,2, ,1,59, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,009,12,02,240101,1,3,2,20240000050091202,2,1,2,1,2, ,2,51, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,009,12,03,240101,1,3,3,20240000050091203,3,1,3,1,2, ,1,31, ,6, , , ,3,3,3, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,009,22,03,240101,1,3,3,20240000050092203,3,1,3,1,2, ,2,14, ,6,2,1,3,3,3,3,1,2,60,9112,5630,1,0,2,2,14.8857898712158
2024,08,000005,000006,009,22,01,240101,1,3,1,20240000050092201,1,1,1,1,2, ,2,39, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,009,22,02,240101,1,3,2,20240000050092202,3,1,3,1,2, ,1,4, , , , , ,2,2,0, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,010,11,01,240101,1,3,1,20240000050101101,1,1,1,1,2, ,2,58, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000005,000006,010,11,02,240101,1,3,2,20240000050101102,2,1,2,1,2, ,1,64, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000010,013,11,01,240101,1,3,1,20240000100131101,1,0,1,1,2, ,1,36, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000010,000011,016,11,03,240101,1,3,3,20240000100161103,3,1,3,1,2, ,1,14, ,6,1, ,12,3,3,3, ,2,60,9129,9609,1,0,2,2,14.8857898712158
2024,08,000010,000011,016,11,01,240101,1,3,1,20240000100161101,1,1,1,1,2, ,1,42, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000011,016,11,02,240101,1,3,2,20240000100161102,2,1,2,1,2, ,2,35, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000011,016,11,04,240101,1,3,4,20240000100161104,3,1,3,1,2, ,2,11, , ,2,9, ,4,4,0,9,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000011,017,11,01,240101,1,3,1,20240000100171101,1,1,1,1,2, ,1,32, ,2, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000011,017,11,02,240101,1,3,2,20240000100171102,2,1,2,1,2, ,2,30, ,2, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000010,000011,017,11,03,240101,1,3,3,20240000100171103,3,1,3,1,2, ,1,8, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,14.8857898712158
2024,08,000016,000016,016,11,01,240101,1,3,1,20240000160161101,1,1,1,1,2, ,1,32, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000016,000016,016,11,02,240101,1,3,2,20240000160161102,2,1,2,1,2, ,2,34, ,1, , , ,2,2,2, ,2,60, , , , ,1,1,14.8857898712158
2024,08,000016,000016,016,11,03,240101,1,3,3,20240000160161103,3,1,3,1,2, ,2,14, ,6,2,9, ,3,3,3,9,2,60, , , , ,1,1,14.8857898712158
2024,08,000016,000016,016,11,04,240101,1,3,4,20240000160161104,3,1,3,1,2, ,2,9, , ,2,9, ,4,4,0,9,2,60, , , , ,1,1,14.8857898712158
2024,08,000016,000016,017,11,01,240101,1,3,1,20240000160171101,1,1,1,1,2, ,2,53, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000016,000016,017,11,02,240101,1,3,2,20240000160171102,3,1,3,1,2, ,1,28, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000016,000019,036,11,01,240101,1,3,1,20240000160361101,1,1,1,1,2, ,1,50, ,2, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000016,000019,036,11,02,240101,1,3,2,20240000160361102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000037,000037,044,11,01,240101,1,3,1,20240000370441101,1,1,1,1,2, ,2,60, ,2, , , ,1,1,1, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,044,11,02,240101,1,3,2,20240000370441102,2,1,2,1,2, ,1,62, ,2, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,044,11,03,240101,1,3,3,20240000370441103,3,2,1,1,2, ,2,36, ,5, , , ,3,3,3, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,044,11,04,240101,1,3,4,20240000370441104,5,2,3,1,2, ,2,13, ,6,2,9, ,4,4,0,9,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,044,11,05,240101,1,3,5,20240000370441105,3,3,1,1,2, ,2,26, ,1, , , ,5,5,5, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,044,11,06,240101,1,3,6,20240000370441106,4,3,2,1,2, ,1,36, ,1, , , ,6,6,6, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,045,11,01,240101,1,3,1,20240000370451101,1,1,1,1,2, ,1,29, ,1, , , ,1,1,1, ,2,60, , , , ,1,1,14.8857898712158
2024,08,000037,000037,045,11,02,240101,1,3,2,20240000370451102,2,1,2,1,2, ,2,26, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,045,11,03,240101,1,3,3,20240000370451103,3,1,3,1,2, ,1,6, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,045,11,04,240101,1,3,4,20240000370451104,3,1,3,1,2, ,2,16, ,6,2,9, ,4,4,4,9,2,60, , , , ,2,2,14.8857898712158
2024,08,000037,000037,045,11,05,240101,1,3,5,20240000370451105,3,1,3,1,2, ,2,0,10, , , , ,0,5,0, ,2,60, , , , ,1,2,14.8857898712158
2024,08,000037,000036,059,11,01,240101,1,3,1,20240000370591101,1,1,1,1,2, ,2,22, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000037,000036,059,11,02,240101,1,3,2,20240000370591102,2,1,2,1,2, ,1,30, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000037,000036,059,11,03,240101,1,3,3,20240000370591103,3,1,3,1,2, ,2,6, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000037,000036,059,11,04,240101,1,3,4,20240000370591104,3,1,3,1,2, ,1,4, , , , , ,4,4,0, ,2,60, , , , ,3,3,29.7715797424316
2024,08,000037,000036,059,11,05,240101,1,3,5,20240000370591105,3,1,3,1,2, ,1,1, , , , , ,0,5,0, ,2,60, , , , ,1,2,29.7715797424316
2024,08,000207,000207,277,11,01,240101,1,3,1,20240002072771101,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,277,11,02,240101,1,3,2,20240002072771102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,277,11,03,240101,1,3,3,20240002072771103,3,1,3,1,2, ,2,10, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,277,11,04,240101,1,3,4,20240002072771104,3,1,3,1,2, ,1,4, , , , , ,4,4,0, ,2,60, , , , ,1,2,9.92385959625244
2024,08,000207,000207,280,11,01,240101,1,3,1,20240002072801101,1,1,1,1,2, ,2,39, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,280,11,02,240101,1,3,2,20240002072801102,2,1,2,1,2, ,1,39, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,280,11,03,240101,1,3,3,20240002072801103,3,1,3,1,2, ,2,6, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,282,11,03,240101,1,3,3,20240002072821103,3,1,3,1,2, ,1,17, ,6,1, ,60,3,3,3, ,2,60,9313,4100,1,1,2,2,9.92385959625244
2024,08,000207,000207,282,11,01,240101,1,3,1,20240002072821101,1,1,1,1,2, ,2,53, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,282,11,02,240101,1,3,2,20240002072821102,3,1,3,1,2, ,2,20, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000207,000207,282,11,04,240101,1,3,4,20240002072821104,3,0,1,1,2, ,2,22, ,1, , , ,4,4,4, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000212,000212,289,11,06,240101,1,3,6,20240002122891106,3,2,2,1,2, ,1,17, ,1,1, ,10,6,6,6, ,2,60,9313,4100,1,0,2,2,29.7715797424316
2024,08,000212,000212,289,11,01,240101,1,3,1,20240002122891101,1,1,1,1,2, ,1,38, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000212,289,11,02,240101,1,3,2,20240002122891102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000212,289,11,03,240101,1,3,3,20240002122891103,3,1,3,1,2, ,2,15, ,6,2,9, ,3,3,3,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000212,289,11,04,240101,1,3,4,20240002122891104,3,1,3,1,2, ,1,12, ,6,2,9, ,4,4,0,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000212,289,11,05,240101,1,3,5,20240002122891105,3,1,3,1,2, ,1,9, , ,2,9, ,5,5,0,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000212,289,11,07,240101,1,3,7,20240002122891107,4,2,1,1,2, ,2,19, ,1, , , ,7,7,7, ,2,60, , , , ,4,4,29.7715797424316
2024,08,000212,000212,289,11,08,240101,1,3,8,20240002122891108,5,2,3,1,2, ,1,5, , ,2,9, ,8,8,0,9,2,60, , , , ,4,4,29.7715797424316
2024,08,000212,000211,297,11,01,240101,1,3,1,20240002122971101,1,1,1,1,2, ,2,25, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000211,297,11,02,240101,1,3,2,20240002122971102,3,1,3,1,2, ,1,8, , ,2,9, ,2,2,0,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000212,000211,297,11,03,240101,1,3,3,20240002122971103,3,1,3,1,2, ,2,6, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,29.7715797424316
2024,08,000409,000409,583,11,01,240101,1,3,1,20240004095831101,1,0,1,1,2, ,2,26, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000409,000409,584,11,01,240101,1,3,1,20240004095841101,1,1,1,1,2, ,2,22, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000409,000409,584,11,02,240101,1,3,2,20240004095841102,3,1,3,1,2, ,1,5, , ,2,9, ,2,2,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000409,000409,586,11,01,240101,1,3,1,20240004095861101,1,1,1,1,2, ,2,22, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000409,000409,586,11,02,240101,1,3,2,20240004095861102,3,1,3,1,2, ,1,3, , , , , ,2,2,0, ,2,60, , , , ,1,2,9.92385959625244
2024,08,000415,000414,596,11,01,240101,1,3,1,20240004155961101,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1, ,2,60, , , , ,1,1,9.92385959625244
2024,08,000415,000414,596,11,02,240101,1,3,2,20240004155961102,2,1,2,1,2, ,2,34, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,596,11,03,240101,1,3,3,20240004155961103,3,1,3,1,2, ,1,12, ,6,2,9, ,3,3,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,596,11,04,240101,1,3,4,20240004155961104,3,1,3,1,2, ,2,9, , ,2,9, ,4,4,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,596,11,05,240101,1,3,5,20240004155961105,3,1,3,1,2, ,2,6, , ,2,9, ,5,5,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,597,11,01,240101,1,3,1,20240004155971101,1,1,1,1,2, ,2,40, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,597,11,02,240101,1,3,2,20240004155971102,3,1,3,1,2, ,2,13, ,6,2,9, ,2,2,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,597,11,03,240101,1,3,3,20240004155971103,3,1,3,1,2, ,1,10, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,597,11,04,240101,1,3,4,20240004155971104,3,1,3,1,2, ,1,10, , ,2,9, ,4,4,0,9,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,01,240101,1,3,1,20240004156101101,1,1,1,1,1, ,2,32, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,02,240101,1,3,2,20240004156101102,2,1,2,1,2, ,1,35, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,03,240101,1,3,3,20240004156101103,3,1,3,1,2, ,1,12, ,6,2,8, ,3,3,0,8,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,04,240101,1,3,4,20240004156101104,3,1,3,1,2, ,2,11, , ,2,8, ,4,4,0,8,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,05,240101,1,3,5,20240004156101105,3,1,3,1,2, ,2,7, , ,2,8, ,5,5,0,8,2,60, , , , ,2,2,9.92385959625244
2024,08,000415,000414,610,11,06,240101,1,3,6,20240004156101106,3,1,3,1,2, ,2,2, , , , , ,0,6,0, ,2,60, , , , ,2,2,9.92385959625244
2024,08,000698,000698,195,11,01,200101,1,2,1,20240006981951101,1,0,1,1,2, ,2,21, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000698,000698,195,11,02,200101,1,2,2,20240006981951102,7,0,1,1,2, ,2,21, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000698,000698,198,11,01,200101,1,2,1,20240006981981101,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000698,000698,198,11,02,200101,1,2,2,20240006981981102,2,1,2,1,2, ,2,26, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000698,000698,199,11,01,200101,1,2,1,20240006981991101,1,0,1,1,2, ,1,28, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000708,000709,211,11,01,200101,1,2,1,20240007082111101,1,1,1,1,2, ,2,36, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000709,211,11,02,200101,1,2,2,20240007082111102,2,1,2,1,2, ,1,38, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000709,211,11,03,200101,1,2,3,20240007082111103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, ,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000709,211,11,04,200101,1,2,4,20240007082111104,3,1,3,1,2, ,1,13, ,6,2,9, ,4,4,0,9,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000709,211,11,05,200101,1,2,5,20240007082111105,3,1,3,1,2, ,2,12, ,6,2,9, ,5,5,0,9,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000709,211,11,06,200101,1,2,6,20240007082111106,3,1,3,1,2, ,2,10, , ,2,9, ,6,6,0,9,2,60, , , , ,2,2,58.1237106323242
2024,08,000708,000707,212,11,01,200101,1,2,1,20240007082121101,1,1,1,1,2, ,1,38, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000708,000707,212,11,02,200101,1,2,2,20240007082121102,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000708,000707,212,11,03,200101,1,2,3,20240007082121103,3,1,3,1,2, ,2,3, , , , , ,3,3,0, ,2,60, , , , ,1,2,29.0618553161621
2024,08,000708,000707,213,11,01,200101,1,2,1,20240007082131101,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000708,000707,213,11,02,200101,1,2,2,20240007082131102,2,1,2,1,2, ,2,36, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000921,000921,335,11,01,200101,1,2,1,20240009213351101,1,0,1,1,2, ,1,30, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000921,000921,336,11,01,200101,1,2,1,20240009213361101,1,1,1,1,2, ,1,30, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000921,000921,336,11,02,200101,1,2,2,20240009213361102,2,1,2,1,2, ,2,23, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000921,000921,336,11,03,200101,1,2,3,20240009213361103,3,1,3,1,2, ,1,3, , , , , ,3,3,0, ,2,60, , , , ,1,2,19.3745708465576
2024,08,000921,000921,339,11,01,200101,1,2,1,20240009213391101,1,0,1,1,2, ,1,45, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000931,000931,349,11,01,200101,1,2,1,20240009313491101,1,0,1,1,2, ,2,45, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000931,000931,349,11,02,200101,1,2,2,20240009313491102,3,1,1,1,2, ,1,23, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000931,000931,349,11,03,200101,1,2,3,20240009313491103,4,1,2,1,2, ,2,20, ,1, , , ,3,3,3, ,2,60, , , , ,1,1,19.3745708465576
2024,08,000931,000931,349,11,04,200101,1,2,4,20240009313491104,5,1,3,1,2, ,1,1, , , , , ,0,4,0, ,2,60, , , , ,1,2,19.3745708465576
2024,08,000931,000931,350,11,01,200101,1,2,1,20240009313501101,1,1,1,1,2, ,2,29, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000931,000931,350,11,02,200101,1,2,2,20240009313501102,2,1,2,1,2, ,1,28, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000931,000931,351,11,01,200101,1,2,1,20240009313511101,1,0,1,1,2, ,2,25, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,000998,000998,397,11,01,200101,1,2,1,20240009983971101,1,1,1,1,2, ,1,58, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,58.1237106323242
2024,08,000998,000998,397,11,02,200101,1,2,2,20240009983971102,2,1,2,1,2, ,2,70, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,58.1237106323242
2024,08,000998,000999,407,11,01,200101,1,2,1,20240009984071101,1,1,1,1,2, ,1,34, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,407,11,02,200101,1,2,2,20240009984071102,2,1,2,1,2, ,2,24, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,407,11,03,200101,1,2,3,20240009984071103,6,0,1,1,2, ,2,50, ,5, , , ,3,3,3, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,408,11,01,200101,1,2,1,20240009984081101,1,1,1,1,2, ,1,35, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,408,11,02,200101,1,2,2,20240009984081102,2,1,2,1,2, ,2,32, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,408,11,03,200101,1,2,3,20240009984081103,3,1,3,1,2, ,2,10, , ,2,8, ,3,3,0,8,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,408,11,04,200101,1,2,4,20240009984081104,3,1,3,1,2, ,2,8, , ,2,8, ,4,4,0,8,2,60, , , , ,2,2,29.0618553161621
2024,08,000998,000999,408,11,05,200101,1,2,5,20240009984081105,6,0,1,2, ,2,2,54, ,3, , , ,0,0,0, ,2,60, , , , ,2,2,29.0618553161621
2024,08,001008,001008,404,11,01,200101,1,2,1,20240010084041101,1,0,1,1,2, ,1,24, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,001008,001008,405,11,01,200101,1,2,1,20240010084051101,1,1,1,1,2, ,1,25, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,001008,001008,405,11,02,200101,1,2,2,20240010084051102,2,1,2,1,2, ,2,26, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,19.3745708465576
2024,08,001008,001008,406,11,01,200101,1,2,1,20240010084061101,1,0,1,1,2, ,2,37, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,19.3745708465576
2024,08,001127,001127,025,11,04,140101,1,1,4,20240011270251104,3,1,3,1,2, ,1,12, ,6,2,7,1,4,4,0,7,2,60,9112,9000,1,1,2,2,53.837646484375
2024,08,001127,001127,025,11,05,140101,1,1,5,20240011270251105,5,0,1,1,2, ,1,12, ,6,1, ,12,5,5,0, ,2,60,9112,9000,1,1,2,2,53.837646484375
2024,08,001127,001127,025,11,01,140101,1,1,1,20240011270251101,1,1,1,1,2, ,1,48, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001127,025,11,02,140101,1,1,2,20240011270251102,2,1,2,1,2, ,2,51, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001127,025,11,03,140101,1,1,3,20240011270251103,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001127,025,11,06,140101,1,1,6,20240011270251106,5,0,1,1,2, ,2,4, , , , , ,6,6,0, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001128,034,11,01,140101,1,1,1,20240011270341101,1,1,1,1,2, ,1,48, ,1, , , ,1,1,1, ,2,60, , , , ,1,1,53.837646484375
2024,08,001127,001128,034,11,02,140101,1,1,2,20240011270341102,2,1,2,1,2, ,2,36, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001126,041,11,01,140101,1,1,1,20240011270411101,1,1,1,1,2, ,1,44, ,1, , , ,1,1,1, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001126,041,11,02,140101,1,1,2,20240011270411102,2,1,2,1,2, ,2,38, ,1, , , ,2,2,2, ,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001126,041,11,03,140101,1,1,3,20240011270411103,3,1,3,1,2, ,2,15, ,6,2,8, ,3,3,3,8,2,60, , , , ,2,2,53.837646484375
2024,08,001127,001126,041,11,04,140101,1,1,4,20240011270411104,3,1,3,1,2, ,1,14, ,6,2,8, ,4,4,4,8,2,60, , , , ,2,2,53.837646484375
2024,08,001140,001140,031,11,01,140101,1,1,1,20240011400311101,1,1,1,1,1, ,2,44, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,031,11,02,140101,1,1,2,20240011400311102,3,1,3,1,2, ,1,21, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,031,11,03,140101,1,1,3,20240011400311103,3,1,3,1,1, ,1,1, , , , , ,0,3,0, ,2,60, , , , ,1,2,17.9648323059082
2024,08,001140,001140,032,11,01,140101,1,1,1,20240011400321101,1,1,1,1,2, ,1,28, ,2, , , ,1,1,1, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,032,11,02,140101,1,1,2,20240011400321102,2,1,2,1,2, ,2,21, ,2, , , ,2,2,2, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,032,11,03,140101,1,1,3,20240011400321103,3,1,3,1,2, ,2,2, , , , , ,0,3,0, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,032,11,04,140101,1,1,4,20240011400321104,3,1,3,1,2, ,1,0,6, , , , ,0,4,0, ,2,60, , , , ,1,2,17.9648323059082
2024,08,001140,001140,032,11,05,140101,1,1,5,20240011400321105,6,0,1,1,2, ,2,45, ,6, , , ,5,5,5, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001140,001140,033,11,01,140101,1,1,1,20240011400331101,1,0,1,1,2, ,1,28, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,17.9648323059082
2024,08,001180,001180,053,11,01,140101,1,1,1,20240011800531101,1,1,1,1,2, ,2,57, ,4, , , ,1,1,1, ,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001180,053,11,02,140101,1,1,2,20240011800531102,3,1,3,1,2, ,1,28, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001180,053,11,03,140101,1,1,3,20240011800531103,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3, ,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001191,071,11,01,140101,1,1,1,20240011800711101,1,1,1,1,2, ,2,34, ,5, , , ,1,1,1, ,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001191,071,11,02,140101,1,1,2,20240011800711102,3,1,3,1,2, ,1,11, , ,2,9, ,2,2,0,9,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001191,071,11,03,140101,1,1,3,20240011800711103,3,1,3,1,2, ,1,9, , ,2,9, ,3,3,0,9,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001204,079,11,03,140101,1,1,3,20240011800791103,3,1,3,1,2, ,2,14, ,6,1, ,10,3,3,3, ,2,60,9112,5610,1,0,2,2,53.837646484375
2024,08,001180,001204,079,11,01,140101,1,1,1,20240011800791101,1,1,1,1,2, ,2,41, ,6, , , ,1,1,1, ,2,60, , , , ,2,2,53.837646484375
2024,08,001180,001204,079,11,02,140101,1,1,2,20240011800791102,3,1,3,1,2, ,1,27, ,6, , , ,2,2,2, ,2,60, , , , ,2,2,53.837646484375
