CONGLOME,VIVIENDA,HOGAR,CODPERSO,nacionalidad,ocupacion_principal,rama_actividad,anios_en_ocupacion_actual,meses_en_ocupacion_actual,tipo_contrato,indicador_pea,condicion_formalidad,sexo,edad,estado_civil,nivel_educ_venezuela,nivel_educ_peru,obtuvo_titulo,homologo_titulo_peru,tiene_carrera_superior,tipo_permiso_migratorio,mes_llegada_peru,anio_llegada_peru,discriminado_centro_trabajo,tiempo_residencia_anios,condicion_laboral,anios_escolaridad_venezuela,anios_escolaridad_peru,brecha_educativa_anios,ocupacion_grupo,rama_division,tiene_ocupacion_actual
2131,63,11,2,2,9122,4520,1.0,0.0,7,1,1.0,2,30,1,4,13, , , ,2,8.0,2021.0, ,3.0,Empleado_Informal,9.0,9.0,0.0,9,45,1
2147,63,11,1,2,8321,5610,0.0,3.0,7,1,1.0,1,33,1,10,10, , ,3,2,12.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,8,56,1
2147,63,11,2,2,9411,5610,3.0,6.0, ,1,1.0,2,43,1,5,13, , , ,6,1.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
2147,64,11,1,2,9411,5610,0.0,3.0,7,1,1.0,2,35,6,5,6, , ,1,2,1.0,2021.0,1,3.0,Empleado_Informal,10.0,11.0,-1.0,9,56,1
2147,64,11,3,2,5120,5610,1.0,2.0,7,1,1.0,2,54,6,3,13, , , ,2,7.0,2022.0,0,2.0,Empleado_Informal,4.5,4.5,0.0,5,56,1
2147,64,11,4,2,9412,5610,0.0,4.0,7,1,1.0,1,16,6,3,13, , , ,2,7.0,2021.0,0,3.0,Empleado_Informal,4.5,4.5,0.0,9,56,1
2147,65,11,1,1,8321,4922,4.0,0.0, ,1,1.0,1,24,1,4,13, , , ,,,,,,Empleado_Informal,9.0,9.0,0.0,8,49,1
2147,65,11,2,2,9411,5610,0.0,10.0, ,1,1.0,2,25,1,6,13, , , ,1,7.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2163,68,11,1,2,9412,5610,1.0,0.0,7,1,1.0,1,41,1,4,13, , , ,6,11.0,2021.0, ,3.0,Empleado_Informal,9.0,9.0,0.0,9,56,1
2163,69,11,1,2,9511,4799,6.0,0.0, ,1,1.0,2,53,5,5,13, , , ,2,10.0,2019.0,1,5.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
2163,70,11,1,2,9411,5610,2.0,0.0, ,1,1.0,2,39,5,6,13, , , ,1,7.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2180,74,11,1,2,9313,4100,0.0,3.0,7,1,1.0,1,47,5,8,13,1,2,3,2,11.0,2019.0, ,5.0,Empleado_Informal,14.0,14.0,0.0,9,41,1
2180,75,11,1,2,9511,4799,0.0,6.0,7,1,1.0,2,31,5,3,13, , , ,6,7.0,2018.0, ,6.0,Empleado_Informal,4.5,4.5,0.0,9,47,1
2180,79,11,1,2,7513,1071,0.0,1.0,7,1,1.0,2,19,6,5,13, , , ,9,5.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,7,10,1
2196,83,11,1,2,9313,4100,2.0,0.0,2,1,1.0,1,41,1,5,13, , , ,2,7.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,9,41,1
2196,83,11,3,2,9412,5610,0.0,5.0,7,1,1.0,2,19,1,6,13, , , ,2,2.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2196,83,11,4,2,5213,4781,0.0,7.0,7,1,1.0,1,19,1,4,13, , , ,9,1.0,2024.0, ,0.0,Empleado_Informal,9.0,9.0,0.0,5,47,1
2196,85,11,1,2,7129,4520,0.0,3.0,7,1,1.0,1,51,2,6,13, , , ,6,9.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,7,45,1
2196,85,11,2,2,5212,4761,2.0,0.0,7,1,1.0,2,51,2,6,13, , , ,6,9.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
2213,86,11,1,2,5322,9609,5.0,0.0,7,1,1.0,2,40,6,6,13, , , ,1,10.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
2213,86,11,2,2,7322,3100,5.0,0.0,7,1,1.0,1,19,6,4,13, , , ,2,10.0,2019.0, ,5.0,Empleado_Informal,9.0,9.0,0.0,7,31,1
2213,87,11,1,2,4214,6492,1.0,11.0,7,1,1.0,1,23,1,5,13, , , ,1,10.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,4,64,1
2213,88,11,1,2,9313,4100,0.0,2.0,7,1,1.0,1,41,1,3,13, , , ,9,1.0,2018.0, ,6.0,Empleado_Informal,4.5,4.5,0.0,9,41,1
2229,92,11,2,2,9333,4630,0.0,1.0,7,1,1.0,1,21,1,3,13, , , ,9,9.0,2024.0,0,0.0,Empleado_Informal,4.5,4.5,0.0,9,46,1
2229,93,11,1,2,7231,4540,2.0,0.0,7,1,1.0,1,27,1,5,13, , , ,1,10.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,7,45,1
2229,95,11,1,2,9621,4923,1.0,4.0, ,1,1.0,1,38,1,8,13,1,2,3,2,12.0,2020.0,1,4.0,Empleado_Informal,14.0,14.0,0.0,9,49,1
2229,95,11,2,2,5212,4771,0.0,1.0,7,1,1.0,2,21,1,3,13, , , ,2,4.0,2023.0,0,1.0,Empleado_Informal,4.5,4.5,0.0,5,47,1
2278,114,11,1,2,9112,8129,0.0,4.0,7,1,1.0,2,38,5,5,13, , , ,2,1.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,81,1
2278,117,11,1,2,5212,4721,0.0,5.0,7,1,1.0,2,36,6,6,13, , , ,9,2.0,2024.0, ,0.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
2278,117,11,2,2,5142,9602,0.0,5.0, ,1,1.0,2,14,6,3,13, , , ,9,2.0,2024.0, ,0.0,Empleado_Informal,4.5,4.5,0.0,5,96,1
2295,119,11,1,2,9333,729,3.0,0.0,7,1,1.0,1,32,1,6,13, , , ,2,12.0,2019.0,1,5.0,Empleado_Informal,11.0,11.0,0.0,9,07,1
2295,120,11,1,2,9313,729,0.0,6.0,7,1,1.0,1,50,1,10,13,1,2,3,2,1.0,2022.0, ,2.0,Empleado_Informal,16.0,16.0,0.0,9,07,1
2295,131,11,1,2,7212,2511,4.0,0.0,7,1,1.0,1,37,1,8,13,1,2,3,2,10.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,7,25,1
2311,129,11,1,2,9621,4923,4.0,1.0,7,1,1.0,1,38,1,5,5, , , ,2,1.0,2019.0,1,5.0,Empleado_Informal,10.0,8.5,1.5,9,49,1
2311,129,11,2,2,7515,1075,0.0,1.0,7,1,1.0,2,35,1,7,7, , ,3,2,2.0,2022.0, ,2.0,Empleado_Informal,12.5,12.5,0.0,7,10,1
2311,137,11,1,2,9411,5610,5.0,2.0, ,1,1.0,2,26,6,9,13, , ,3,2,7.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
2311,138,11,1,2,9411,5610,3.0,2.0, ,1,1.0,2,30,6,9,9, , ,3,2,4.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
2328,132,11,1,2,5131,5610,0.0,1.0,7,1,1.0,2,33,1,10,13,2, ,3,9,4.0,2024.0, ,0.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
2328,132,11,2,2,9313,4100,0.0,4.0,7,1,1.0,1,34,1,5,6, , ,1,9,4.0,2024.0, ,0.0,Empleado_Informal,10.0,11.0,-1.0,9,41,1
2328,133,11,1,2,9112,8121,1.0,2.0, ,1,1.0,2,38,1,6,13, , , ,1,2.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,81,1
2328,133,11,2,2,9313,4100,4.0,2.0,7,1,1.0,1,35,1,3,6, , ,1,1,5.0,2019.0, ,5.0,Empleado_Informal,4.5,11.0,-6.5,9,41,1
2328,133,11,3,2,,,0.0,0.0, ,2,,2,20,6,4,6, , ,1,1,2.0,2022.0, ,2.0,Desempleado,9.0,11.0,-2.0,,,0
2328,134,11,1,2,9122,4520,0.0,6.0,7,1,1.0,1,27,1,8,8, , ,3,2,3.0,2023.0, ,1.0,Empleado_Informal,14.0,14.0,0.0,9,45,1
2328,134,11,2,2,,,0.0,0.0, ,3,,2,39,1,8,8, , ,3,9,6.0,2024.0, ,0.0,Desempleado,14.0,14.0,0.0,,,0
2344,138,11,1,2,9411,5610,4.0,0.0, ,1,1.0,1,61,2,3,13, , , ,2,10.0,2019.0,0,5.0,Empleado_Informal,4.5,4.5,0.0,9,56,1
2344,139,11,1,2,9333,4752,1.0,0.0,7,1,1.0,1,36,1,4,13, , , ,2,9.0,2018.0,1,6.0,Empleado_Informal,9.0,9.0,0.0,9,47,1
2344,139,11,2,2,9411,5610,0.0,3.0, ,1,1.0,2,33,1,7,13, , ,3,2,8.0,2018.0,1,6.0,Empleado_Informal,12.5,12.5,0.0,9,56,1
2344,141,11,1,2,9411,5610,0.0,2.0, ,1,1.0,2,36,6,8,13,1,2,3,9,7.0,2024.0,0,0.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
2361,147,11,1,2,5244,4730,0.0,3.0,2,1,2.0,2,31,5,8,13,1,2,3,2,5.0,2018.0, ,6.0,Empleado_Formal,14.0,14.0,0.0,5,47,1
2361,148,11,1,2,5322,9609,1.0,0.0, ,1,2.0,2,38,5,10,13,1,1,3,2,4.0,2018.0, ,6.0,Empleado_Formal,16.0,16.0,0.0,5,96,1
2361,149,11,1,2,9333,5224,4.0,0.0, ,1,1.0,1,46,1,10,13,1,2,3,2,12.0,2020.0,1,4.0,Empleado_Informal,16.0,16.0,0.0,9,52,1
2361,149,11,2,1,,,0.0,0.0, ,2,,2,49,1,1,8, , ,0,,,,,,Desempleado,0.0,14.0,-14.0,,,0
2377,154,11,1,2,9621,4923,0.0,4.0, ,1,1.0,1,25,1,6,13, , , ,2,6.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,49,1
2377,154,11,2,1,5131,5610,0.0,4.0,7,1,1.0,2,22,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,5,56,1
2377,161,11,1,2,,,0.0,0.0, ,2,,1,39,1,6,13, , , ,2,8.0,2018.0, ,6.0,Desempleado,11.0,11.0,0.0,,,0
2377,162,11,1,2,9313,4100,1.0,0.0,7,1,1.0,1,36,1,6,13, , , ,9,4.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
2377,162,11,4,2,7231,4520,0.0,3.0,7,1,1.0,1,54,1,6,13, , , ,2,9.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,7,45,1
2377,162,11,5,2,9412,122,0.0,1.0,7,1,1.0,2,49,1,4,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,9.0,9.0,0.0,9,01,1
2394,155,11,1,2,9313,4100,1.0,0.0,7,1,1.0,1,25,1,6,13, , , ,9,11.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
2394,156,11,1,2,9411,5610,0.0,2.0, ,1,1.0,2,31,5,6,13, , , ,2,11.0,2018.0,1,6.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2394,156,11,3,2,9313,4100,3.0,0.0,7,1,1.0,1,62,2,4,13, , , ,2,7.0,2018.0,1,6.0,Empleado_Informal,9.0,9.0,0.0,9,41,1
2394,156,11,4,2,9112,8121,1.0,0.0, ,1,1.0,2,60,2,8,13,1,2,3,2,10.0,2018.0,1,6.0,Empleado_Informal,14.0,14.0,0.0,9,81,1
2394,157,11,1,2,5142,9602,3.0,0.0, ,1,1.0,2,29,5,8,13,1,2,3,2,1.0,2019.0,0,5.0,Empleado_Informal,14.0,14.0,0.0,5,96,1
2410,161,11,1,2,9122,4520,0.0,1.0,7,1,1.0,1,25,1,5,13, , , ,6,2.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,9,45,1
2410,162,11,1,2,9511,4799,0.0,5.0, ,1,1.0,2,35,5,5,13, , , ,2,1.0,2023.0,0,1.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
2410,162,11,3,2,7352,1410,0.0,4.0,7,1,1.0,2,42,5,10,13,1,2,3,2,12.0,2017.0, ,7.0,Empleado_Informal,16.0,16.0,0.0,7,14,1
2410,173,11,1,2,5142,9602,0.0,3.0, ,1,1.0,2,51,5,6,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
2426,170,11,1,2,9122,4520,1.0,0.0,7,1,1.0,1,32,1,6,13, , , ,2,6.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,45,1
2426,173,11,1,2,5212,4711,6.0,0.0,7,1,1.0,1,48,6,5,13, , , ,2,7.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,5,47,1
2426,174,11,1,2,8322,4922,1.0,6.0, ,1,1.0,1,30,1,8,13,1,2,3,2,9.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,8,49,1
2426,174,11,2,2,,,0.0,0.0, ,2,,2,44,1,8,13,1,2,3,2,9.0,2018.0, ,6.0,Desempleado,14.0,14.0,0.0,,,0
2426,174,11,4,2,9122,4520,0.0,1.0,7,1,1.0,1,20,6,6,13, , , ,2,8.0,2021.0,1,3.0,Empleado_Informal,11.0,11.0,0.0,9,45,1
2443,173,11,1,2,8331,4520,3.0,0.0,2,1,2.0,1,42,2,10,13,1,2,3,2,3.0,2017.0, ,7.0,Empleado_Formal,16.0,16.0,0.0,8,45,1
2443,173,11,2,2,5212,4721,1.0,0.0,7,1,1.0,2,44,2,10,13,1,2,3,2,7.0,2017.0, ,7.0,Empleado_Informal,16.0,16.0,0.0,5,47,1
2443,173,11,3,2,9112,5610,0.0,3.0,7,1,1.0,1,14,6,3,5, , , ,2,7.0,2017.0, ,7.0,Empleado_Informal,4.5,8.5,-4.0,9,56,1
2443,202,11,1,2,8322,4922,2.0,0.0,2,1,1.0,1,37,1,6,13, , , ,2,7.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2443,202,11,3,2,7212,2511,0.0,6.0,7,1,1.0,1,19,6,5,13, , , ,2,10.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,7,25,1
2443,203,11,1,2,8331,4921,4.0,0.0, ,1,1.0,1,47,6,6,13, , , ,2,4.0,2017.0, ,7.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2459,179,11,1,2,9313,4100,3.0,10.0,7,1,1.0,1,37,1,10,13,1,2,3,2,8.0,2017.0, ,7.0,Empleado_Informal,16.0,16.0,0.0,9,41,1
2459,180,11,1,2,9313,4100,0.0,2.0,3,1,1.0,1,51,5,6,13, , , ,2,8.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
2459,180,11,2,2,9313,4100,0.0,2.0,3,1,1.0,1,25,6,6,13, , , ,2,8.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
2459,187,11,1,2,5322,9609,0.0,8.0, ,1,1.0,2,31,6,9,13, , ,3,1,8.0,2023.0, ,1.0,Empleado_Informal,13.5,13.5,0.0,5,96,1
2476,185,11,2,2,5211,4630,6.0,5.0,2,1,2.0,1,40,2,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Formal,11.0,11.0,0.0,5,46,1
2476,186,11,1,2,3514,7310,5.0,10.0, ,1,1.0,1,36,6,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,3,73,1
2476,189,11,1,2,9412,5610,0.0,1.0,7,1,1.0,2,32,6,6,13, , , ,1,6.0,2021.0,1,3.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2492,191,11,2,1,5142,9602,2.0,10.0,7,1,1.0,1,49,1,1,13, , , ,,,,,,Empleado_Informal,0.0,0.0,0.0,5,96,1
2492,192,11,1,2,9112,9602,1.0,10.0,7,1,1.0,2,33,1,10,13,1,2,3,9,7.0,2021.0, ,3.0,Empleado_Informal,16.0,16.0,0.0,9,96,1
2492,192,11,2,2,9313,4100,2.0,10.0,7,1,1.0,1,37,1,10,13,1,2,3,2,1.0,2020.0, ,4.0,Empleado_Informal,16.0,16.0,0.0,9,41,1
2492,194,11,1,2,9511,4799,0.0,3.0,7,1,1.0,2,27,2,6,13, , , ,2,12.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
2492,194,11,2,2,9313,4100,3.0,10.0,7,1,1.0,1,37,2,9,13, , ,3,1,12.0,2020.0, ,4.0,Empleado_Informal,13.5,13.5,0.0,9,41,1
2509,200,11,1,2,5120,5610,1.0,9.0,7,1,1.0,1,41,6,6,13, , , ,2,1.0,2019.0,0,5.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
2509,201,11,1,2,,,0.0,0.0, ,3,,2,48,1,4,13, , , ,2,9.0,2021.0, ,3.0,Desempleado,9.0,9.0,0.0,,,0
2509,201,11,2,2,7212,2511,2.0,10.0,7,1,1.0,1,55,1,10,13,1,2,3,2,9.0,2021.0, ,3.0,Empleado_Informal,16.0,16.0,0.0,7,25,1
2509,202,11,1,2,9412,5610,0.0,1.0,7,1,1.0,2,29,1,10,13,1,2,3,2,9.0,2021.0, ,3.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
2509,202,11,2,2,9122,4520,1.0,8.0,7,1,1.0,1,26,1,3,13, , , ,1,9.0,2021.0, ,3.0,Empleado_Informal,4.5,4.5,0.0,9,45,1
2525,205,11,1,2,9629,8219,0.0,4.0,7,1,1.0,2,22,6,7,13, , ,3,1,1.0,2020.0, ,4.0,Empleado_Informal,12.5,12.5,0.0,9,82,1
2525,206,11,1,2,5131,9329,1.0,2.0,7,1,1.0,2,39,1,9,13, , ,3,2,10.0,2018.0, ,6.0,Empleado_Informal,13.5,13.5,0.0,5,93,1
2525,206,11,2,2,8321,4922,3.0,10.0, ,1,1.0,1,24,1,5,13, , , ,2,3.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
2525,213,11,1,2,7513,1071,5.0,6.0,7,1,1.0,1,36,6,7,13, , ,3,1,6.0,2017.0,1,7.0,Empleado_Informal,12.5,12.5,0.0,7,10,1
2541,211,11,1,2,9112,8129,3.0,0.0,7,1,1.0,2,44,1,6,13, , , ,2,12.0,2018.0,0,6.0,Empleado_Informal,11.0,11.0,0.0,9,81,1
2541,211,11,2,2,9621,4923,5.0,0.0, ,1,1.0,1,31,1,4,13, , , ,1,6.0,2019.0,0,5.0,Empleado_Informal,9.0,9.0,0.0,9,49,1
2541,212,11,1,2,8321,4921,5.0,0.0,2,1,1.0,1,52,1,6,13, , , ,2,1.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2541,212,11,2,2,7513,1071,0.0,2.0, ,1,1.0,2,51,1,6,13, , , ,2,9.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,7,10,1
2541,212,11,3,2,8321,4921,3.0,0.0,2,1,1.0,2,23,6,6,13, , , ,1,3.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2541,212,11,4,2,5131,5610,3.0,0.0,7,1,1.0,1,21,6,10,13,2, ,3,2,9.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
2541,213,11,1,2,8342,7730,22.0,0.0,7,1,1.0,1,42,2,4,13, , , ,2,10.0,2018.0, ,6.0,Empleado_Informal,9.0,9.0,0.0,8,77,1
2558,217,11,1,2,4222,6120,1.0,6.0,2,1,2.0,1,31,2,6,13, , , ,2,6.0,2017.0, ,7.0,Empleado_Formal,11.0,11.0,0.0,4,61,1
2558,217,11,2,2,4224,8620,1.0,9.0,7,1,1.0,2,34,2,10,13,1,2,3,2,6.0,2017.0, ,7.0,Empleado_Informal,16.0,16.0,0.0,4,86,1
2558,217,11,5,2,2359,8549,3.0,0.0, ,1,1.0,2,59,4,11,13,1,2,3,2,10.0,2020.0, ,4.0,Empleado_Informal,18.0,18.0,0.0,2,85,1
2558,217,11,7,2,4222,8220,0.0,4.0,2,1,2.0,1,27,6,6,13, , , ,2,12.0,2020.0, ,4.0,Empleado_Formal,11.0,11.0,0.0,4,82,1
2558,220,11,1,2,9629,9609,6.0,0.0, ,1,1.0,1,39,2,10,13,1,2,3,2,4.0,2017.0,1,7.0,Empleado_Informal,16.0,16.0,0.0,9,96,1
2558,220,11,2,2,7351,1392,5.0,0.0, ,1,1.0,2,28,2,4,13, , , ,2,12.0,2017.0,1,7.0,Empleado_Informal,9.0,9.0,0.0,7,13,1
2558,220,11,5,2,7352,1392,4.0,0.0,7,1,1.0,1,63,3,4,13, , , ,2,1.0,2018.0, ,6.0,Empleado_Informal,9.0,9.0,0.0,7,13,1
2558,222,11,1,2,9621,8219,1.0,0.0,7,1,1.0,1,39,2,6,13, , , ,2,5.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,82,1
2607,236,11,1,2,9333,5224,2.0,0.0, ,1,1.0,1,29,1,6,13, , , ,9,10.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,52,1
2607,236,11,2,3,,,0.0,0.0, ,2,,2,26,1,1,13, , , ,9,9.0,2022.0, ,2.0,Desempleado,0.0,0.0,0.0,,,0
2607,237,11,1,2,9411,5610,6.0,0.0, ,1,1.0,2,40,1,10,13,1,2,3,2,9.0,2017.0, ,7.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
2607,237,11,2,2,9411,5610,8.0,0.0, ,1,1.0,1,40,1,10,13,1,2,3,2,7.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
2607,238,11,1,2,9411,5610,3.0,0.0, ,1,1.0,2,38,1,5,13, , , ,6,8.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
2607,238,11,2,2,7119,4100,0.0,7.0,7,1,1.0,1,44,1,3,13, , , ,6,7.0,2021.0, ,3.0,Empleado_Informal,4.5,4.5,0.0,7,41,1
2657,253,11,1,2,5212,4741,0.0,5.0,7,1,1.0,2,21,1,6,13, , , ,2,3.0,2023.0,1,1.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
2657,253,11,2,2,5212,4761,0.0,3.0,7,1,1.0,2,24,1,6,13, , , ,2,2.0,2018.0,0,6.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
2657,254,11,1,2,9411,5610,0.0,2.0, ,1,1.0,2,21,1,3,13, , , ,2,9.0,2021.0, ,3.0,Empleado_Informal,4.5,4.5,0.0,9,56,1
2657,254,11,2,2,9333,5224,1.0,9.0, ,1,1.0,1,34,1,3,13, , , ,2,1.0,2021.0, ,3.0,Empleado_Informal,4.5,4.5,0.0,9,52,1
2657,256,11,1,2,9411,5610,3.0,6.0, ,1,1.0,2,33,1,6,13, , , ,2,4.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
2657,256,11,2,2,,,0.0,0.0, ,3,,1,35,1,3,13, , , ,1,11.0,2015.0, ,9.0,Desempleado,4.5,4.5,0.0,,,0
2673,259,11,1,2,2352,8510,0.0,6.0,2,1,1.0,2,47,4,11,13,1,2,3,2,8.0,2023.0,1,1.0,Empleado_Informal,18.0,18.0,0.0,2,85,1
2673,259,11,3,1,7231,4520,2.0,9.0,7,1,1.0,1,36,1,9,13, , ,3,,,,,,Empleado_Informal,13.5,13.5,0.0,7,45,1
2673,259,11,4,2,5212,4752,1.0,6.0,7,1,2.0,2,27,6,8,13,1,2,3,2,5.0,2018.0,1,6.0,Empleado_Formal,14.0,14.0,0.0,5,47,1
2673,260,11,1,2,8112,2396,4.0,11.0,7,1,1.0,1,37,1,5,13, , , ,3,3.0,2020.0, ,4.0,Empleado_Informal,10.0,10.0,0.0,8,23,1
2673,260,11,2,2,9411,5610,0.0,1.0, ,1,1.0,2,41,1,8,13,1,2,3,1,1.0,2022.0, ,2.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
2673,264,11,1,2,4120,4771,1.0,3.0,2,1,2.0,2,30,6,9,13, , ,3,2,2.0,2018.0, ,6.0,Empleado_Formal,13.5,13.5,0.0,4,47,1
2722,278,11,1,2,7212,2511,3.0,0.0, ,1,1.0,1,56,6,8,13,1,2,3,1,1.0,2021.0, ,3.0,Empleado_Informal,14.0,14.0,0.0,7,25,1
2722,278,11,2,2,7212,2511,0.0,1.0,7,1,1.0,1,20,6,6,13, , , ,1,6.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,7,25,1
2722,279,11,1,2,9333,5224,6.0,0.0, ,1,1.0,1,25,1,5,13, , , ,2,10.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,52,1
2722,279,11,3,2,5120,5610,0.0,4.0,7,1,1.0,2,46,1,4,13, , , ,9,5.0,2022.0, ,2.0,Empleado_Informal,9.0,9.0,0.0,5,56,1
2722,279,11,5,2,9333,5224,0.0,4.0, ,1,1.0,1,24,6,5,13, , , ,2,2.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,9,52,1
2722,280,11,1,2,9333,5224,6.0,0.0, ,1,1.0,1,28,1,10,13,1,2,3,2,10.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,9,52,1
2722,280,11,2,2,9411,5610,1.0,0.0, ,1,1.0,2,27,1,8,13,1,2,3,2,10.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
2739,283,11,1,2,9112,8129,0.0,1.0,7,1,1.0,1,63,1,6,13, , , ,2,8.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,81,1
2739,283,11,3,2,9629,9491,0.0,2.0,2,1,1.0,2,20,6,7,13, , ,3,2,8.0,2022.0, ,2.0,Empleado_Informal,12.5,12.5,0.0,9,94,1
2739,283,11,4,2,8321,4923,1.0,2.0,7,1,1.0,1,37,1,6,13, , , ,2,3.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2739,283,11,5,2,5142,9602,0.0,9.0,7,1,1.0,2,43,1,6,13, , , ,1,8.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
2739,283,11,7,2,9112,8129,0.0,1.0,7,1,1.0,2,38,1,6,13, , , ,2,7.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,81,1
2739,283,11,8,1,2330,8521,21.0,0.0,1,1,2.0,1,54,1,1,10, , ,0,,,,,,Empleado_Formal,0.0,16.0,-16.0,2,85,1
2739,284,11,1,2,8321,4923,2.0,0.0, ,1,1.0,1,35,1,6,13, , , ,2,12.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
2739,284,11,2,2,9412,5610,0.0,1.0,7,1,1.0,2,32,1,8,13,1,2,3,2,10.0,2021.0,0,3.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
2739,299,11,1,2,9535,4799,0.0,8.0, ,1,1.0,2,34,1,6,13, , , ,2,2.0,2022.0,1,2.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
2739,299,11,2,1,9535,4799,3.0,0.0, ,1,1.0,1,37,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,9,47,1
2821,318,11,1,2,9621,4923,3.0,0.0, ,1,1.0,1,28,1,10,13,1,2,3,2,9.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,9,49,1
2821,318,11,2,2,,,0.0,0.0, ,2,,2,24,1,6,13, , , ,2,9.0,2018.0, ,6.0,Desempleado,11.0,11.0,0.0,,,0
