CONGLOME,VIVIENDA,HOGAR,CODPERSO,nacionalidad,ocupacion_principal,rama_actividad,anios_en_ocupacion_actual,meses_en_ocupacion_actual,tipo_contrato,indicador_pea,condicion_formalidad,sexo,edad,estado_civil,nivel_educ_venezuela,nivel_educ_peru,obtuvo_titulo,homologo_titulo_peru,tiene_carrera_superior,tipo_permiso_migratorio,mes_llegada_peru,anio_llegada_peru,discriminado_centro_trabajo,tiempo_residencia_anios,condicion_laboral,anios_escolaridad_venezuela,anios_escolaridad_peru,brecha_educativa_anios,ocupacion_grupo,rama_division,tiene_ocupacion_actual
335,464,11,2,2,5142,9602,0.0,1.0, ,1,1.0,2,32,1,9,13, , ,3,9,1.0,2023.0, ,1.0,Empleado_Informal,13.5,13.5,0.0,5,96,1
335,469,11,1,2,7231,4540,5.0,0.0, ,1,1.0,1,43,1,6,13, , , ,2,9.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,7,45,1
335,469,11,2,1,2330,8521,0.0,1.0,2,1,1.0,2,33,1,1,8, , ,0,,,,,,Empleado_Informal,0.0,14.0,-14.0,2,85,1
346,474,11,2,2,5131,5610,0.0,2.0,7,1,1.0,1,16,6,5,13, , , ,9,6.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
346,477,11,1,2,9411,5610,2.0,0.0, ,1,1.0,2,54,5,8,13,1,2,3,1,9.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
346,482,11,1,2,8332,4923,0.0,4.0,7,1,1.0,1,34,2,10,13,1,2,3,2,8.0,2021.0, ,3.0,Empleado_Informal,16.0,16.0,0.0,8,49,1
383,543,11,1,2,9333,311,3.0,0.0,7,1,1.0,1,27,1,9,13, , ,3,2,2.0,2020.0, ,4.0,Empleado_Informal,13.5,13.5,0.0,9,03,1
383,544,11,1,2,5212,4773,2.0,0.0,7,1,1.0,2,23,5,6,13, , , ,9,6.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
383,544,11,2,2,5113,7990,2.0,0.0,7,1,1.0,2,25,6,6,13, , , ,9,6.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,79,1
383,549,11,1,2,9333,4799,5.0,0.0,7,1,1.0,1,46,1,10,13,1,1,3,2,6.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,9,47,1
383,549,11,2,2,,,0.0,0.0, ,3,,2,42,1,10,13,1,2,3,2,4.0,2019.0, ,5.0,Desempleado,16.0,16.0,0.0,,,0
388,553,11,1,2,9523,4799,3.0,0.0, ,1,1.0,1,28,1,6,13, , , ,2,12.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
388,553,11,2,1,5213,4781,6.0,0.0, ,1,1.0,2,30,1,1,7, , ,0,,,,,,Empleado_Informal,0.0,12.5,-12.5,5,47,1
388,568,11,1,1,9629,4781,10.0,0.0,7,1,1.0,1,26,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,9,47,1
393,557,11,1,2,9313,4100,5.0,6.0,7,1,1.0,1,57,6,3,13, , , ,2,10.0,2018.0,0,6.0,Empleado_Informal,4.5,4.5,0.0,9,41,1
393,558,11,1,2,,,0.0,0.0, ,2,,2,29,1,6,13, , , ,1,11.0,2020.0, ,4.0,Desempleado,11.0,11.0,0.0,,,0
393,558,11,2,1,9313,4100,0.0,1.0,7,1,1.0,1,48,1,1,1, , , ,,,,,,Empleado_Informal,0.0,0.0,0.0,9,41,1
393,561,11,1,2,6223,311,4.0,10.0,7,1,1.0,1,52,6,6,13, , , ,2,6.0,2019.0,0,5.0,Empleado_Informal,11.0,11.0,0.0,6,03,1
399,564,11,1,2,5131,5630,3.0,0.0,7,1,1.0,2,22,6,3,13, , , ,9,7.0,2022.0, ,2.0,Empleado_Informal,4.5,4.5,0.0,5,56,1
399,569,11,1,2,5131,5610,3.0,1.0,7,1,1.0,2,24,6,5,13, , , ,2,7.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
399,571,11,1,2,5131,5630,0.0,6.0,7,1,1.0,2,25,5,3,13, , , ,9,3.0,2024.0, ,0.0,Empleado_Informal,4.5,4.5,0.0,5,56,1
543,95,11,1,2,8321,4922,2.0,6.0, ,1,1.0,1,35,2,6,13, , , ,2,7.0,2017.0,0,7.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
543,95,11,2,2,2342,8510,1.0,0.0,2,1,2.0,2,37,2,10,13,1,2,3,2,7.0,2017.0,0,7.0,Empleado_Formal,16.0,16.0,0.0,2,85,1
543,98,11,1,2,9411,5610,2.0,0.0, ,1,1.0,1,54,2,6,13, , , ,1,11.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
543,98,11,2,2,9412,5610,1.0,6.0,7,1,1.0,2,45,2,10,13,1,2,3,2,6.0,2022.0, ,2.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
543,98,11,4,2,9629,5610,1.0,0.0,7,1,1.0,2,26,6,5,13, , , ,1,6.0,2023.0, ,1.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
543,115,11,1,2,9333,2392,0.0,4.0,7,1,1.0,1,27,1,6,13, , , ,1,10.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,23,1
543,115,11,2,2,9412,5610,0.0,6.0,7,1,1.0,2,25,1,5,13, , , ,9,9.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
553,101,11,1,2,9313,4220,0.0,3.0,7,1,1.0,1,31,1,9,13, , ,3,1,7.0,2020.0, ,4.0,Empleado_Informal,13.5,13.5,0.0,9,42,1
553,101,11,2,2,9411,5610,0.0,5.0, ,1,1.0,2,33,1,5,13, , , ,1,3.0,2020.0, ,4.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
553,102,11,1,2,9122,4520,1.0,0.0,7,1,1.0,1,29,1,5,13, , , ,2,3.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,45,1
553,104,11,1,1,9612,3811,3.0,0.0, ,1,1.0,1,44,5,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,9,38,1
553,104,11,2,2,9612,3811,3.0,0.0,7,1,1.0,1,22,6,5,13, , , ,1,6.0,2020.0,0,4.0,Empleado_Informal,10.0,10.0,0.0,9,38,1
562,108,11,1,2,7513,1071,2.0,0.0, ,1,1.0,2,35,1,7,13, , ,3,2,6.0,2019.0, ,5.0,Empleado_Informal,12.5,12.5,0.0,7,10,1
562,108,11,2,2,7231,4520,1.0,2.0,7,1,1.0,1,37,1,5,13, , , ,1,2.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,7,45,1
562,109,11,1,2,9621,4923,1.0,6.0,7,1,1.0,1,39,1,5,13, , , ,2,11.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,9,49,1
562,110,11,1,2,5131,5610,1.0,0.0,7,1,1.0,2,23,6,6,13, , , ,2,12.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
582,118,11,1,2,9313,4100,6.0,0.0,7,1,1.0,1,31,1,6,13, , , ,9,9.0,2018.0,1,6.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
582,118,11,2,2,5120,5610,0.0,2.0, ,1,1.0,2,30,1,5,13, , , ,2,7.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
582,121,11,1,2,7231,4520,0.0,2.0,7,1,1.0,1,25,1,5,13, , , ,9,8.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,7,45,1
582,122,11,1,2,7231,4520,1.0,10.0,7,1,1.0,1,61,1,4,13, , , ,1,4.0,2024.0, ,0.0,Empleado_Informal,9.0,9.0,0.0,7,45,1
582,122,11,2,2,5322,9609,0.0,1.0, ,1,1.0,2,53,1,3,13, , , ,2,4.0,2022.0, ,2.0,Empleado_Informal,4.5,4.5,0.0,5,96,1
582,122,11,3,2,9111,9700,0.0,4.0,7,1,1.0,2,34,6,8,13,1,2,3,2,6.0,2019.0, ,5.0,Empleado_Informal,14.0,14.0,0.0,9,97,1
601,133,11,1,1,5211,4630,12.0,0.0,7,1,1.0,1,30,1,1,9, , ,0,,,,,,Empleado_Informal,0.0,13.5,-13.5,5,46,1
601,137,11,1,2,4214,6492,1.0,0.0,7,1,1.0,1,23,1,5,13, , , ,1,6.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,4,64,1
601,137,11,2,2,5131,5610,0.0,4.0,7,1,1.0,2,30,1,8,13,1,2,3,1,3.0,2021.0, ,3.0,Empleado_Informal,14.0,14.0,0.0,5,56,1
601,140,11,1,2,9533,4799,0.0,1.0, ,1,1.0,2,31,1,10,13,1,2,3,2,8.0,2018.0,0,6.0,Empleado_Informal,16.0,16.0,0.0,9,47,1
601,140,11,2,2,4110,4630,3.0,5.0,2,1,2.0,1,37,1,5,13, , , ,2,4.0,2018.0, ,6.0,Empleado_Formal,10.0,10.0,0.0,4,46,1
601,140,11,5,2,,,0.0,0.0, ,3,,2,52,6,6,13, , , ,2,8.0,2018.0, ,6.0,Desempleado,11.0,11.0,0.0,,,0
611,137,11,1,2,2359,8549,3.0,0.0, ,1,1.0,2,56,2,10,13,2, ,3,2,2.0,2020.0,0,4.0,Empleado_Informal,16.0,16.0,0.0,2,85,1
611,137,11,2,2,9313,4100,3.0,0.0,7,1,1.0,1,45,2,5,13, , , ,2,5.0,2020.0,0,4.0,Empleado_Informal,10.0,10.0,0.0,9,41,1
611,142,11,1,2,9321,1030,0.0,7.0,2,1,1.0,1,63,2,10,13,1,2,3,2,7.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,9,10,1
611,142,11,2,2,9411,5630,0.0,3.0, ,1,1.0,2,62,2,10,13,1,2,3,2,6.0,2019.0,1,5.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
611,142,11,3,2,4222,8220,0.0,5.0,2,1,2.0,2,25,6,9,9, , ,3,2,6.0,2019.0, ,5.0,Empleado_Formal,13.5,13.5,0.0,4,82,1
611,150,11,1,2,5212,4721,4.0,0.0,7,1,1.0,2,39,1,6,13, , , ,2,5.0,2018.0,1,6.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
611,150,11,2,2,8322,4721,6.0,0.0,2,1,2.0,1,37,1,6,13, , , ,2,9.0,2017.0,0,7.0,Empleado_Formal,11.0,11.0,0.0,8,47,1
621,149,11,1,2,5131,5610,6.0,0.0,7,1,1.0,2,36,6,5,13, , , ,2,6.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
621,151,11,1,2,4214,6492,0.0,4.0,7,1,1.0,1,27,6,3,13, , , ,9,4.0,2024.0, ,0.0,Empleado_Informal,4.5,4.5,0.0,4,64,1
621,151,11,2,2,4214,6492,0.0,4.0,7,1,1.0,1,19,6,5,13, , , ,9,5.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,4,64,1
621,160,11,1,2,5131,5610,0.0,7.0,7,1,1.0,2,25,6,6,13, , , ,1,1.0,2023.0,1,1.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
630,149,11,1,2,5131,5630,0.0,2.0,7,1,1.0,2,22,6,5,13, , , ,9,4.0,2021.0,0,3.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
630,150,11,1,2,9313,4100,0.0,8.0,7,1,1.0,1,29,1,5,13, , , ,9,8.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,9,41,1
630,152,11,1,1,7231,4520,5.0,8.0,5,1,1.0,1,28,1,9,13, , ,3,,,,,,Empleado_Informal,13.5,13.5,0.0,7,45,1
630,152,11,2,2,,,0.0,0.0, ,2,,2,34,1,10,13,1,1,3,2,3.0,2019.0,0,5.0,Desempleado,16.0,16.0,0.0,,,0
659,172,11,1,2,5142,9602,3.0,0.0, ,1,1.0,2,34,6,5,13, , , ,2,9.0,2020.0, ,4.0,Empleado_Informal,10.0,10.0,0.0,5,96,1
659,172,11,3,2,5142,9602,2.0,0.0, ,1,1.0,2,30,6,6,13, , , ,2,9.0,2020.0,0,4.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
659,172,11,7,2,,,0.0,0.0, ,3,,2,55,5,4,13, , , ,2,12.0,2020.0, ,4.0,Desempleado,9.0,9.0,0.0,,,0
659,172,11,8,2,5322,9609,1.0,0.0,7,1,1.0,2,18,6,5,5, , , ,1,6.0,2023.0, ,1.0,Empleado_Informal,10.0,8.5,1.5,5,96,1
659,173,11,1,2,8332,4923,0.0,8.0,7,1,1.0,1,51,1,5,13, , , ,2,11.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
659,173,11,2,2,5213,4781,0.0,1.0, ,1,1.0,2,54,1,8,13,1,2,3,2,2.0,2020.0, ,4.0,Empleado_Informal,14.0,14.0,0.0,5,47,1
659,173,11,4,2,5213,4781,0.0,1.0, ,1,1.0,2,21,6,6,13, , , ,2,1.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
659,174,11,1,2,3132,5610,4.0,0.0,2,1,2.0,2,32,5,10,13,1,2,3,2,2.0,2018.0, ,6.0,Empleado_Formal,16.0,16.0,0.0,3,56,1
669,176,11,1,2,9512,4799,3.0,0.0, ,1,1.0,2,47,6,6,13, , , ,1,3.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
669,176,11,2,2,9511,4799,1.0,6.0, ,1,1.0,2,26,6,9,13, , ,3,2,7.0,2018.0, ,6.0,Empleado_Informal,13.5,13.5,0.0,9,47,1
669,176,11,4,2,9411,5610,1.0,6.0,7,1,1.0,2,24,1,6,13, , , ,1,2.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
669,176,11,5,2,9411,5610,1.0,6.0, ,1,1.0,1,31,1,9,13, , ,3,2,10.0,2018.0, ,6.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
669,177,11,1,2,3124,6492,2.0,2.0,7,1,1.0,1,30,6,8,13,1,2,3,2,12.0,2020.0, ,4.0,Empleado_Informal,14.0,14.0,0.0,3,64,1
669,177,11,2,2,4214,6492,1.0,9.0,7,1,1.0,1,19,6,6,13, , , ,1,1.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,4,64,1
669,177,11,3,2,4214,6492,0.0,6.0,7,1,1.0,1,20,6,6,13, , , ,9,4.0,2024.0, ,0.0,Empleado_Informal,11.0,11.0,0.0,4,64,1
669,187,11,1,2,9629,5610,0.0,7.0,7,1,1.0,2,28,6,9,13, , ,3,2,6.0,2021.0, ,3.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
669,187,11,2,2,5131,5610,0.0,1.0,7,1,1.0,2,24,6,6,13, , , ,1,12.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
688,191,11,1,2,9411,5630,3.0,0.0, ,1,1.0,2,35,5,6,13, , , ,2,2.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
688,192,11,1,2,9411,5610,0.0,2.0, ,1,1.0,2,38,6,6,13, , , ,1,7.0,2024.0, ,0.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
688,198,11,1,2,9313,4100,4.0,0.0,7,1,1.0,1,54,1,6,13, , , ,2,12.0,2020.0,0,4.0,Empleado_Informal,11.0,11.0,0.0,9,41,1
688,198,11,2,2,7513,1071,0.0,6.0, ,1,1.0,2,48,1,9,13, , ,3,2,12.0,2020.0,0,4.0,Empleado_Informal,13.5,13.5,0.0,7,10,1
688,198,11,3,2,9412,5610,0.0,6.0,7,1,1.0,2,18,6,5,6, , ,1,2,12.0,2020.0,0,4.0,Empleado_Informal,10.0,11.0,-1.0,9,56,1
717,207,11,1,2,5131,5610,3.0,0.0,7,1,1.0,2,47,1,6,13, , , ,2,10.0,2020.0,0,4.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
717,207,11,2,2,9411,5610,0.0,1.0, ,1,1.0,1,48,1,6,13, , , ,2,10.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
717,207,11,4,2,5212,4721,1.0,0.0, ,1,1.0,2,67,5,4,13, , , ,1,6.0,2021.0, ,3.0,Empleado_Informal,9.0,9.0,0.0,5,47,1
717,207,11,5,2,8321,4922,0.0,8.0, ,1,1.0,1,49,6,5,13, , , ,2,9.0,2020.0, ,4.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
717,218,11,1,2,8321,4922,1.0,0.0, ,1,1.0,1,26,1,5,13, , , ,2,8.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
717,218,11,2,2,,,0.0,0.0, ,2,,2,22,1,5,13, , , ,2,2.0,2019.0, ,5.0,Desempleado,10.0,10.0,0.0,,,0
717,221,11,1,2,8321,4922,1.0,5.0, ,1,1.0,1,25,1,5,13, , , ,1,2.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
717,221,11,2,2,,,0.0,0.0, ,2,,2,18,1,4,13, , , ,1,2.0,2019.0, ,5.0,Desempleado,9.0,9.0,0.0,,,0
727,212,11,1,2,9412,5610,2.0,0.0,7,1,1.0,1,32,6,6,13, , , ,2,10.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
727,220,11,1,2,,,0.0,0.0, ,2,,2,28,1,8,13,1,2,3,2,3.0,2021.0, ,3.0,Desempleado,14.0,14.0,0.0,,,0
727,220,11,2,2,4321,4781,2.0,0.0,7,1,1.0,1,24,1,3,13, , , ,2,3.0,2021.0, ,3.0,Empleado_Informal,4.5,4.5,0.0,4,47,1
727,224,11,1,2,5120,5610,7.0,0.0,5,1,1.0,1,38,6,9,13, , ,3,2,1.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,5,56,1
737,218,11,1,2,9411,5610,0.0,4.0, ,1,1.0,1,46,1,5,13, , , ,2,11.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
737,218,11,2,2,9512,4799,0.0,4.0,7,1,1.0,2,39,1,4,13, , , ,2,12.0,2019.0, ,5.0,Empleado_Informal,9.0,9.0,0.0,9,47,1
737,220,11,1,2,5120,5630,5.0,0.0, ,1,1.0,1,53,2,10,13,1,2,3,2,6.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
737,220,11,2,2,9411,5630,7.0,0.0, ,1,1.0,2,42,2,5,13, , , ,2,3.0,2018.0,1,6.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
737,220,11,6,2,5212,4721,3.0,0.0,7,1,1.0,1,65,2,3,13, , , ,2,6.0,2018.0,0,6.0,Empleado_Informal,4.5,4.5,0.0,5,47,1
737,221,11,1,2,9629,4630,4.0,0.0,7,1,1.0,2,53,6,4,13, , , ,1,2.0,2020.0, ,4.0,Empleado_Informal,9.0,9.0,0.0,9,46,1
737,221,11,2,2,9622,4781,0.0,8.0,7,1,1.0,1,27,6,4,13, , , ,1,3.0,2023.0, ,1.0,Empleado_Informal,9.0,9.0,0.0,9,47,1
737,221,11,3,2,9512,4799,0.0,1.0, ,1,1.0,2,25,6,5,13, , , ,1,8.0,2023.0, ,1.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
737,221,11,4,2,9629,4782,2.0,0.0,7,1,1.0,1,16,6,5,13, , , ,1,3.0,2023.0,1,1.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
747,233,11,1,2,9411,5610,0.0,5.0, ,1,1.0,2,37,6,9,13, , ,3,2,1.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
747,236,11,1,2,3314,4773,6.0,0.0,2,1,2.0,1,34,1,10,13,1,2,3,2,5.0,2018.0, ,6.0,Empleado_Formal,16.0,16.0,0.0,3,47,1
747,237,11,1,2,4321,4773,0.0,7.0,7,1,1.0,1,23,6,6,13, , , ,9,2.0,2024.0, ,0.0,Empleado_Informal,11.0,11.0,0.0,4,47,1
756,232,11,1,2,9629,4752,0.0,5.0,7,1,1.0,1,29,1,10,13,1,1,3,2,8.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,9,47,1
756,232,11,2,2,4419,4752,3.0,0.0,7,1,1.0,2,28,1,10,13,1,1,3,2,6.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,4,47,1
756,232,11,4,2,5120,5610,3.0,0.0,7,1,1.0,1,23,6,6,13, , , ,1,7.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
756,234,11,1,2,5212,4752,3.0,0.0,7,1,1.0,1,27,6,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
756,235,11,1,2,9412,5610,4.0,0.0,7,1,1.0,2,31,6,10,13,1,1,3,2,4.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
766,250,12,1,2,5131,5610,1.0,6.0,7,1,1.0,1,26,1,6,13, , , ,1,3.0,2023.0,1,1.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
766,250,12,2,2,5131,5610,1.0,6.0,7,1,1.0,2,30,1,6,13, , , ,1,3.0,2023.0,1,1.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
766,250,22,1,2,7421,9329,1.0,2.0,7,1,1.0,1,26,6,6,13, , , ,1,6.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,7,93,1
766,253,11,1,2,5120,5610,7.0,6.0,7,1,1.0,2,47,1,6,13, , , ,2,12.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
766,253,11,2,2,9411,5610,2.0,1.0, ,1,1.0,1,48,1,6,13, , , ,2,3.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
766,253,11,4,2,5212,4721,0.0,8.0, ,1,1.0,2,67,6,4,13, , , ,2,6.0,2021.0, ,3.0,Empleado_Informal,9.0,9.0,0.0,5,47,1
766,253,11,5,2,9333,4923,0.0,1.0,7,1,1.0,1,48,6,5,13, , , ,2,3.0,2020.0,1,4.0,Empleado_Informal,10.0,10.0,0.0,9,49,1
766,260,11,1,2,9333,5224,4.0,0.0, ,1,1.0,1,27,2,6,13, , , ,2,11.0,2020.0,1,4.0,Empleado_Informal,11.0,11.0,0.0,9,52,1
805,260,11,1,2,9411,5610,1.0,5.0, ,1,1.0,2,47,6,10,13,1,2,3,2,4.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
805,260,11,2,2,9511,4799,1.0,0.0, ,1,1.0,1,30,6,5,13, , , ,9,9.0,2023.0,1,1.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
805,262,11,1,2,9629,5610,0.0,2.0,7,1,1.0,2,34,5,6,13, , , ,1,5.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
805,263,11,1,2,7128,4100,6.0,0.0,7,1,1.0,1,42,6,5,13, , , ,2,10.0,2018.0,0,6.0,Empleado_Informal,10.0,10.0,0.0,7,41,1
814,275,11,1,2,9511,4799,0.0,8.0, ,1,1.0,2,18,1,5,13, , , ,9,9.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
814,275,11,2,2,9511,4799,0.0,8.0, ,1,1.0,1,30,1,6,13, , , ,9,11.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
814,279,11,1,2,7399,3212,0.0,2.0, ,1,1.0,2,29,2,9,13, , ,3,2,1.0,2020.0,0,4.0,Empleado_Informal,13.5,13.5,0.0,7,32,1
814,279,11,2,2,9622,8010,4.0,0.0,7,1,1.0,1,36,2,5,13, , , ,2,1.0,2020.0,1,4.0,Empleado_Informal,10.0,10.0,0.0,9,80,1
814,279,11,7,2,5213,4781,3.0,0.0,7,1,1.0,2,48,5,6,13, , , ,2,1.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
824,273,11,1,1,2132,7490,6.0,0.0, ,1,2.0,1,58,1,1,10, , ,0,,,,,,Empleado_Formal,0.0,16.0,-16.0,2,74,1
824,273,11,2,2,7513,1071,3.0,0.0, ,1,1.0,2,42,1,10,13,1,1,3,2,3.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,7,10,1
824,273,11,3,2,5142,9602,2.0,0.0, ,1,1.0,2,17,6,6,13, , , ,2,3.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
824,273,11,4,2,9313,4100,3.0,0.0,2,1,1.0,1,31,6,9,13, , ,3,2,4.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,9,41,1
824,275,11,1,2,8321,4922,2.0,0.0, ,1,1.0,1,36,1,6,13, , , ,2,6.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
824,275,11,2,2,5131,5610,1.0,0.0,7,1,1.0,2,35,1,6,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
824,275,11,6,2,9412,5610,2.0,0.0,7,1,1.0,1,19,6,6,13, , , ,1,10.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
824,276,11,1,2,5211,4649,0.0,1.0,7,1,1.0,2,28,5,7,13, , ,3,2,11.0,2022.0,0,2.0,Empleado_Informal,12.5,12.5,0.0,5,46,1
940,355,11,2,1,8321,4922,9.0,5.0, ,1,1.0,1,34,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,8,49,1
940,356,11,1,2,5131,5630,4.0,0.0,7,1,1.0,2,28,1,5,13, , , ,1,3.0,2019.0,1,5.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
940,356,11,2,2,4214,6492,1.0,0.0,7,1,1.0,1,29,1,6,13, , , ,9,8.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,4,64,1
940,360,11,1,2,,,0.0,0.0, ,2,,2,27,6,9,13, , ,3,2,2.0,2017.0, ,7.0,Desempleado,13.5,13.5,0.0,,,0
960,368,11,1,2,5120,5610,1.0,0.0, ,1,1.0,2,45,1,10,13,1,2,3,2,3.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
960,368,11,2,2,9622,5221,2.0,0.0,7,1,1.0,1,47,1,5,13, , , ,2,3.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,52,1
960,368,11,3,2,,,0.0,0.0, ,2,,1,21,6,5,6, , ,1,2,1.0,2019.0, ,5.0,Desempleado,10.0,11.0,-1.0,,,0
960,373,11,1,2,5212,4741,0.0,5.0, ,1,2.0,2,22,1,5,13, , , ,2,6.0,2021.0,1,3.0,Empleado_Formal,10.0,10.0,0.0,5,47,1
960,373,11,2,1,5212,4741,9.0,0.0, ,1,2.0,1,31,1,1,10, , ,0,,,,,,Empleado_Formal,0.0,16.0,-16.0,5,47,1
960,374,11,2,2,5141,9602,2.0,0.0,7,1,1.0,2,27,6,10,13,1,2,3,2,12.0,2022.0, ,2.0,Empleado_Informal,16.0,16.0,0.0,5,96,1
960,374,11,3,2,5141,9602,2.0,0.0,7,1,1.0,2,27,6,10,13,1,2,3,1,12.0,2022.0, ,2.0,Empleado_Informal,16.0,16.0,0.0,5,96,1
979,383,11,1,2,9112,311,3.0,11.0,7,1,1.0,1,27,6,4,13, , , ,2,1.0,2019.0, ,5.0,Empleado_Informal,9.0,9.0,0.0,9,03,1
979,386,11,1,2,7354,1410,25.0,0.0,7,1,1.0,1,37,1,5,13, , , ,1,4.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,7,14,1
979,386,11,2,2,,,0.0,0.0, ,3,,2,38,1,6,13, , , ,1,6.0,2021.0, ,3.0,Desempleado,11.0,11.0,0.0,,,0
